user_name,user_loc,comment_text
Not Amused, Portsmouth,"He was not Tony Snowdon, he was Antony Armstrong Jones. The title Lord Snowdon was given to him by the Queen when he married Margaret. They were both an utter disaster. Both were having affairs. Him more often than not with other men and was rubbing her nose in it. They were like two alley cats. Her behaviour when they split was appalling. Everyone had to bow to her and call he your highness. She was by far the biggest disgrace to the RF than anyone else. Her constant drinking and smoking helped her demise."
SophiaH, Kent,"I'm sure that she should have realised what he was like before she married him after all what sort of a man sleeps, not only with his best friend but also with his best friend's wife!"
Earth Mother, north wales,She knew
Zlisters, Kings Lynn,What a glamorous down to earth royal lady. I miss her......
Jarrad9911, Melbourne,There'll be another divorce of the decade shortly. Can't wait
CheekyRose, Homeland,He sounds like a very childish and immature man. She should have divorced him immediately. 
Jack, London,The fact that he was sexually attracted to other men obviously didn't help their matrimonial harmony!
Earth Mother, north wales,I don't think he was fussed either way 
Mr Badinage, Gomorrah,She was as bad as he was! Cocked more times than Jessie James gun!
Vimto88, London,Margaret got married in 1960 so not 20 years
Jarah_Seabass, Devonshire ,"This timeline of the affair with Barton has to be off. Margaret and Antony married in 1960 and their son David was born in 1961. I doubt she was having an affair around that time because the marriage was happy then. It says that Margaret had the affair which eventually came to Antony's attention and he and the friend didn't speak to each other for 'many years' until their daughter Sarah's christening, but she was born in 1964, which wasn't many years later. Was that supposed to say Sarah's wedding? That indeed would be many years later. "
anne, sheffield,she was worse. . . . I'm a princess bow to me  she was far worse 
FeathrrsMcGraw, KAIMUKI Honolulu Hawaii,"It's  just awful to print the intimate details of a life , no matter who the person is . I had to stop reading , because , I was feeling humiliated for Margaret. "
Murdoch-notinmyname, Milton Keynes,It suggests that Lord Snowdon just wanted the status of the marriage and not the woman.
mancunian, Oswestry,Like a certain other person.
G.A.MACKINLAY, in New South Wales,"If only Princess Margaret had been allowed to marry Peter Townsend, things would have been vastly different!"
G.A.MACKINLAY, in New South Wales,"Could I suggest to the commentators, that they do some research into the love affair between Peter Townsend and Princess Margaret!"
Earth Mother, north wales,"Where do these silly stories come from? Margaret CHOSE not to marry Townsend because she would have had to give up her royal position & place in the succession. But the point is that she had a choice, a choice she herself made."
MSSD19, Port Credit,Ladies do not ever date or marry a man who sleeps with both sexes. Ever
Jarah_Seabass, Devonshire ,Exactly. Gross. It's why she really died of Ai-never mind. 
Earth Mother, north wales,"Well they do. She did. Jarah, stop the silly gossiping. She died after her 4th stroke due to her heavy smoking habit."
pig nose, Nowheresville,The type of people that make ordinary folk despise royal privilege. 
Enigma, South Shields,Plenty at the other end of the scale act badly.
SkeatsMC, erehwon,"Royal 'spares' are never treated very well in this family. A good idea for Charles to slim down his family and make some outliers work for their livings. Princess Margaret's children both work in the creative side and keep a low profile, so they did benefit from their father's talents, rather than their mother's. They still stayed loyal to their mother and that says something for her love for them."
taurean, loftus,"spares will always be spares  as they were down the ages,away back to Victoria,and Albert ,their hearts were sore trying to sort out their spare who gave them  a bad time.doesn`t matter what Charles will do, he can`t change tradition."
WIND BLOWN, Wellington,I have not read the article.  My thoughts are for the family of Princess Margaret.   Is there anything to be achieved from digging into the past of someone who has died a long time ago.   Let her rest in peace and let her family live their lives without this intrusiveness into the life of Princess Margaret.
Jarah_Seabass, Devonshire ,Tough. That's what happens when you live in the public eye and pretend to be better than the rest of us. We then love proving that you're not. 
On the move, Molde,Not relevant and why this week... show some respect.
Aristotle, Much-Binding-in-the-Marsh,Respect? Ha Ha Ha
Hiljadu, Bordeaux,"I always suspected that he was arrogant, spoilt & not a very nice ,small man. .... I notice in these photos, that Snowden was not very much taller than Margaret.  Having seen her 'in the flesh', arriving at the theatre, I was really shocked at how diminutive she was. She was under 5ft, I think."
SeniorSouthCoast, Hove,"But Tony had size where it mattered, a much gossiped about fact. "
Aristotle, Much-Binding-in-the-Marsh,But very well-hung apparently Lucky blighter
christineispristine, Watford,This is the life of royalty and the aristocracy and us plebs are supposed to bow and curtsy ...Margaret a spoilt child young woman and that never changed..another spare that wasn't happy with her lot.
Royal Lies, Buckingham Theatre,"One day, hopefully in yours and my lifetime, the world will know the depth of the lies from these people. It is truly shocking, trust me."
MSSD19, Port Credit,Nothing that will shock anyone anymore
Royal Lies, Buckingham Theatre,I wouldn't be so sure about that. Think the unthinkable and you won't be far off.
JoshRipley, Metropolis,Compelling Mail extract from 2017....why is it being regurgitated now?
Fernie, Dunblane,None of this is remotely interesting or relevant.
SeftonParkExile, London,"For those saying she should've married Townsend...it probably wouldn't have lasted in the long term. Margaret was very young at the time and would've eventually got bored of her considerably older partner. She was impulsive and very spoilt. She would have renounced her royal status/privilege,if she truly loved him!"
Josephine Public, The Cotswolds Gloucestershire,She was too old for Townsend and he soon moved on to another young girl.
Tom, Swansea,It's the gene Harry has?
Miss L E, Liverpool,It's amazing that their children turned out so normal. 
Josephine Public, The Cotswolds Gloucestershire,Sarah is a solid Windsor like the Queen and Queen Mother but David has more of the Armstrong-Jones in him.
The funny man, Belfast,Another breaking news story from the DM 47 years later.
pse2411, seaside,"I am sure all the world and his wife know well the story of these two ..... the pair I feel sorry for are son David and daughter Sarah, both of whom are lovely people and were cared for by their aunt the Queen.  It would be a good idea to leave the story of Margo and Armstrong-Jones alone.   Leave the son and daughter in peace."
